,household_number,source,provenance,declarant_name,declarant_name_parsed,declarant_id,name_of_family_members,name_of_non_family_members,slaves,declarant_occupation,verif_photo,discussion
296,??? Ox 1,P.Amst. I 30,"Oxyrhynchos, 2c. (middle)",Not preserved,['Not preserved'],['??? Ox 1-d1'],[],[],[],,P.Amst.inv. 108. PI. XIV.,Fragment broken above and below.
297,??? Ox-2,P. Col X 262 (P.Col.inv. 465),"Oxyrhynchos, 146 or 160",Not preserved,['Not preserved'],['??? Ox-2-d1'],"['(1) Dionysios alias Kom..., age lost', '(2) Dionysios s. Dionysios [no.l] and NN, age lost', '(3) Pausiris alias Ptollas, age lost', '(4) Didymos, age lost', '(5) Thaisous d. A— and NN, wife of Pausiris alias Ptollas [no.3], age lost']",[],[],,"Columbia, P.Col.inv. 465; seen.","Broken at top and at right. No persons are lost. The persons declared may represent a family of renters, or perhaps more than one family; some were registered in different amphoda in previous censuses."
298,??? XXI,P.Erl. 38,"Unknown, 2c.","Claudia NN, on behalf of her son NN, through kyrios Claudius Germanus alias NN",['Claudia'],['??? XXI-d1'],[],[],[],,"Erlangen, inv. 101; photograph.","Broken above and at right, with only the subscriptions preserved. This may be a declaration only of property if these are Roman citizens. Addendum The following households come from documents that became available to us only after this book was in page proof."
299,117 Ar-12,"ZPE 98 (1993) 283-91 col. ii.42-60 (cf. Bagnall, forthcoming)","Arsinoe, 119",Kronous d. Maron (s. Maron) and Kronous,['Kronous'],['117 Ar-12-d1'],"['(1) Apronios s. Marcus (s. Apronios), deceased cavalry- man, and Kronous, idiotes, laographoumenos, 48', '(2) Apronios alias Pasinikos s. Apronios [no. 1] and Ammonous (d. Heron), 8', '(3) Kronous [declarant] d. Maron (s. Maron) and Kronous, mother of Apronios [no. 1], 64', '(4) Ammonous d. Heron (s. Aunes), wife of Apronios [no. 1], 36', '(5) Sempronia d. Apronios [no. 1] and Ammonous [no. 4], 20', '(6) Kronia d. Apronios [no. 1] and Ammonous [no. 4], 17']",[],"['(1) Dioskoros slave of Apronios [family no. 1], 4', '(2) Pantagathos slave of Apronios [family no. 1], 2', '(3) Dioskorous slave of Apronios [family no. 1], 33']",,"P.Mich, inv. 5806; plate XVIb","Extract from the eiKovLOnot; of the census of 117/8, quoted in a dossier of documents (including a cession of real property) compiled for an unknown reason at a subsequent date. The names have, as is normal in a register, been rearranged from the order of the original declaration, such that males are listed in descending order of age, then females. In the original declaration, Kronous (here no. 3) would as declarant have come first. For this household fourteen years later, see 131-Ar-12. The name of Kronous' mother is given differently in the two declarations; the editor takes Kronous here to be an error. Kronia (no. 6) is called Kroniaina in 131-Ar-12."
300,131-Ar 12,"ZPE 98 (1993) 283-91 col. i.23-41 (cf. Bagnall, forthcoming)","Arsinoe, 133",Kronous d. Maron (s. Maron) and Pra.ous,['Kronous'],['131-Ar 12-d1'],"['(1) Apronios s. Marcus (cavalryman) and Kronous [declarant], virepeTrjq, released from laographia, 61', '(2) Apronios alias Pasinikos s. Apronios [no. 1] and Ammonous [no. 4], eiriKe/cpijieVog, 21', '(3) Kronous [declarant] d. Maron (s. Maron) and Pra.ous, mother of Apronios [no. 1], 78', '(4) Ammonous d. Heron (s. Aunes), wife of Apronios [no. 1], 60', '(5) Kroniaina d. Apronios [no. 1] and Ammonous [no. 4], 31']",[],[],,"P.Mich, inv. 5806; plate XVIb","Extract from the eiKOVioiibq of the census of 131/2, quoted in a dossier of documents (including a cession of real property) compiled for an unknown reason at a subsequent date. The names have, as is normal in a register, been rearranged from the order of the original declaration, such that males are listed in descending order of age, then females. In the original declaration, Kronous (here no. 3) would as declarant have come first. Another daughter of Apronios and Ammonous, Sempronia, was declared to have been married to Marcus Valerius Rufus, a centurion of a chort. For this household fourteen years earlier, see 117-Ar-12. The difference in ages recorded is 14 for two people, 13 for two, and 24 (probably an error for 14) for one."
301,131-Ar 13,ZPE 98 (1993) 283-91 col. ii.61-88,"Arsinoe, 133",Sempronia,['Sempronia'],['131-Ar 13-d1'],"['(1) Gaius Sempronius Diogenes, spurius, s. Sempronia Akousarion, epikekrimenos, age lost', '(2) Sempronia Akousarion [declarant], mother of Gaius Sempronius Diogenes [no. 1], 57']",[],"['(1) Crescens, slave of Sempronia Akousarion [declarant], formerly of her and of Gaius Sempronius [family no. 1] and of Marcus Sempronius, age lost', '(2) Kallistos, slave of Sempronia Akousarion, offspring of Hediste, age not given', '(3) Heron, slave of Sempronia Akousarion, offspring of Hediste, 9', '(4) Hediste, slave of Sempronia Akousarion, formerly of her deceased brother Gaius Sempronius Priscus, age not given', '(5) Serapias, slave of Sempronia Akousarion, offspring of Hediste [no. 4], age not given', '(6) Thermoutharion alias Arsinoe, slave of Sempronia Akousarion, offspring of Hediste [no. 4], age not given']",,"P.Mich, inv. 5806; plate XVIb","Extract from the eiKovioixoq of the census of 131/2, quoted in a dossier of documents (including a cession of real property) compiled for an unknown reason at a subsequent date. The names have, as is normal in a register, been rearranged from the order of the original declaration, such that males are listed in descending order of age, then females. In the original declaration, Sempronia Akousarion (here no. 2) would as declarant have come first. Ages were not given for the slaves, except for Crescens and Heron, because they are stated to have been included in another declaration by those who owned the remaining shares of them, probably the Gaius and Marcus Sempronius mentioned in lines 68-69. Cf. 117-Ar-12 and 131-Ar-12 for the other texts in this dossier."
302,159-Ar-27,P.Cair. inv. SR 3049/75 (unpublished),"Theadelphia, 19/6/161","Taorseus apator d. NN (d. Herakleides), with kyrios her kinsman Didymos s. Horos",['Taorseus apator'],['159-Ar-27-d1'],"['(1) Taorseus [declarant] d. NN (d. Herakleides), age lost', '(2) NN d. Taorseus [declarant], age lost']",[],"['Multiple, entries not surviving']",,Photograph.,"Declaration with the central part, containing the list of persons, largely destroyed; otherwise nearly complete."
303,ll?-Ox-l,SB XXIV 16011,"Oxyrhynchos, date not preserved; perhaps c. 11","Sarapion son of Thoonis (?), taurotrophos",['Sarapion'],['ll?-Ox-l-d1'],"['(1) Sarapion [declarant] son of Thoonis (?), taurotrophos, 4[.]', '(2) Thoonis s. Sarapion [declarant], 7']","['(1) NN, lodger from a Hermopolite village, 50', '(2) Kollouthes s. NN[no. 1], 14', '(3) NN s. NN [no. 1], 5']",[],taurotrophos,"P.Yale inv. 1217; BASP 34 (1997), pi. 4","The bottom is lost, but there may not be any persons missing, depending on whether females were present and declared. The editor notes parallels to SB XX 14440 (11-Ar-l) in proposing a date under Augustus."
304,117-Ap-10,SB XXIV 16012,"Tanyaithis (Apoll.), 1/7/119",Harpokras s. Orseus,['Harpokras'],['117-Ap-10-d1'],"['(1) Harpokras [declarant] s. Orseus, age lost', '(2) —is s. Harpokras [declarant] and Senpachoumis, 16', '(3) NN s. Harpokras [declarant] and Senpachoumis, 15', '(4) Senpachompsais d. Pnaetis (s. Peteesiopos) and Thereutis, wife of Harpokras [declarant], 30']",[],[],,"P.Yale inv. 281; BASP 34 (1997), pi. 5","From a tomos synkollesimos. The lower right portion is preserved, miss- ing the declaration and beginning of the list of individuals. Apart from the entry for the declarant, however, no individuals are lost, as a total of 4 is stated. Although a small sample, the declaration displays heavy age-rounding."
305,117-AM3,SB XXII15811,"Karanis, 118/9; preserved in extract from register dated after 138",Petaus s. Pekysis (s. Petaus) and Tkekis (d. Pekysis),['Petaus'],['117-AM3-d1'],"['(1) Petaus [declarant] s. Pekysis (s. Petaus) and Tkekis (d. Pekysis), 54', '(2) Petheus s. Petaus [declarant] and Tamystha (d. Pekysis), 30', '(3) Satabous s. Pekysis (s. Petaus) and Tkekis (d. Pekysis), brother of Petaus [no. 1], 50', '(4) Pekysis s. Satabous [no. 3] and Tauris (d. Horos), 2', '(5) Tamystha d. Pekysis, wife of Petaus [declarant], age lost', '(6) Aderious (?), sister of Tamystha [no. 5], 55']",[],[],,P.Mich.inv. 2893; online image from black-and-white photograph,"The published text shows a two-digit unread age for no. 5, but on the image it can be seen that at least the first digit is lost in a lacuna, and none of the preserved traces after the lacuna may be part of the age."
306,131-AM4,P.Bodl 117.1-19,"Soknopaiou Nesos, 13/1/133","Satabous s. NN (s. NN) and Tanephremmis, fisherman?",['Satabous'],['131-AM4-d1'],"['(1) Satabous [declarant] s. NN and Tanephremmis, 60', '(2) Orsenouphis s. Satabous [no. 1], age lost', '(3) NN s. Satabous [no. 1], 15', '(4) Pt— d. Satabous [no. 1], 10', '(5) Taseutis d. Satabous [no. 1], 7']",[],[],fisherman,"Bodleian MS Gr. class, c. 99 (P), col. I; Plate 15 in edition; seen",Part of a tomos synkollesimos; only the lower part is preserved. No per- sons are lost. No. 4 was perhaps named Ptollis.
307,131-AM5,P.Bodl 117.20-35,"Soknopaiou Nesos, 132/3",Herieus,['Herieus'],['131-AM5-d1'],"['(1) Herieus [declarant], age lost', '(2) Paneph(remmis?), brother of Herieus [no. 1], 20', '(3) Stotoetis d. Satabous, wife of Herieus [no. 1], 18']",[],[],,"Bodleian MS Gr. class, c. 99 (P), col. II; Plate 15 in edition; seen","Part of a tomos synkollesimos', only the lower part is preserved. No per- sons are lost."
308,131-AM6,P.Bodl 117.36-42,"Soknopaiou Nesos, 1/8/133",Not preserved,['Not preserved'],['131-AM6-d1'],[],[],[],,"Bodleian MS Gr. class, c. 99 (P), col. Ill; Plate 15 in edition; seen",Part of a tomos synkollesimos; only the lower part is preserved.
309,131-AM7,P.Bodl 117.43-50,"Soknopaiou Nesos, 4/7/133",Not preserved,['Not preserved'],['131-AM7-d1'],"['(1) NN [declarant], age lost', '(2) Truphaina d. Stotoetis, wife of NN [declarant], 50']",[],[],,"Bodleian MS Gr. class, c. 99 (P), col. IV; Plate 15 in edition; seen","Part of a tomos synkollesimos', only the lower part is preserved. It is not certain if any entries other than the declarant have been lost."
310,131-AM8,P.Bodl 117.51-66,"Soknopaiou Nesos, 17/10/132",Name not preserved,['Name not preserved'],['131-AM8-d1'],"['(1) NN (m.) [declarant], age lost', '(2) Tanephremis d. Apynchis, wife of NN [no. 1], 60', '(3) Thathres d. NN [no. 1] and Tanephremis [no. 2], 40', '(4) Stotoetis s. Satabous (s. Stotoetis) and Thathres [no. 3], 22', '(5) Stotoetis the younger s. Satabous (s. Stotoetis) and Thathres [no. 3], 1[J (or 2[J)', '(6) Ta[ d. Satabous (s. Stotoetis) and Thathres [no. 3], 5', '(7) Apynchis d. Satabous (s. Stotoetis) and Thathres [no. 3], age not read (< 5)', '(8) Stotoetis s. Pabous, 30? or 1?', '(9) Stotoetis the elder, age lost (13?)', '(10) Thaesis d. Stotoetis, 10 (or 1[J)']",[],[],,"Bodleian MS Gr. class, c. 99 (P), col. V; Plate 15 in edition; seen","Part of a tomos synkollesimos', only the lower part is preserved. The nature of the last three entries is very uncertain, and the ages are based on the most exiguous of traces. Stotoetis son of Pabous (no. 8) could be a final child of Thathres, but by a different husband; in that case the age is probably 1. Stotoetis the elder (no. 9) and Thaesis d. of Stotoetis (no. 10) could be free non-kin or children of Stotoetis the elder (no. 4, presumably). The editor's readings in line 61 are probably not correct."
311,131 -Ar-19,SB XXIV 16013,"Tebtunis (?), 132/3","Herakleides alias Valerius s. Lysimachos (s. Herakleides) and Kronous alias Philomene d. Kastor, Antinoite",['Herakleides alias Valerius'],['131 -Ar-19-d1'],[],[],[],,"P.Yale inv. 468; BASP 34 (1997), pi. 6",The left side is preserved. Declaration of property in Tebtunis in which no one is registered.
312,131-Ar-20,SB XXII 15704.61-88; cf. ZPE 105 (1995) 253-55,"Arsinoe, 133","Gaius Sempronius Diogenes, spurius, s. Sempronia Akousarion",['Gaius'],['131-Ar-20-d1'],"['(1) Gaius Sempronius Diogenes [declarant], spurius, s. Sempronia Akousarion, age lost', '(2) Sempronia Akousarion, mother of Gaius Sempronius Diogenes [declarant], 57']",[],"['(1) Kreskes (Crescens), slave of Sempronia Akousarion (no. 2), age lost', '(2) Kallistos, offspring of Hediste (slave no. 4), slave of Sempronia Akousarion (no. 2), age omitted', '(3) Heron, offspring of Hediste (slave no. 4), slave of Sempronia Akousarion (no. 2), 9', '(4) Hediste, slave of Sempronia Akousarion (no. 2), mother of Kallistos and Heron, age lost', '(5) Serapias, offspring of Hediste (slave no. 4), slave of Sempronia Akousarion, age not given', '(6) Thermoutharion alias Arsinoe, offspring of Hediste (slave no. 4), slave of Sempronia Akousarion, age not given']",,P.Mich.inv. 5806; Tafel XVIb in ZPE 98 (1993); photograph,This is a copy from the register of declarations. The slaves were in the main only partly owned by Sempronia Akousarion and are said to have been registered in another declaration. The house is owned by Sempronia Akousarion.
313,131-Oa-l,P.Kell ined. P 99.2d; to be published by R. S. Bagnall and K. A. Worp in,"Mesobe (Great Oasis), 15/8/132",Tithoes s. Psenamounis (s. Psais) and Tasechthis (d. Horos),['Tithoes'],['131-Oa-l-d1'],"['(1) Tithoes [declarant] s. Psenamounis (s. Psais) and Tasechthis (d. Horos), 39', '(2) —s d. Tithoes [declarant] and Talaeus (d. Horos), 3', '(3) Sentithoes (?) d. Tithoes [declarant] and Talaeus (d. Horos) (no. 4), sister of no. 2, [2]', '(4) Talaeus d. Horos (s. Patchalmis) and Tapsais, wife of Tithoes [declarant], 36']",[],[],,"From excavations at Kellis, kept in magazine of Dakhleh Oasis Project;","Only the bottom right part is preserved. The household is in part reconstructed on the basis of 145-Oa-2, found with this declaration and representing the same family. The entry for the declarant is lost in the declara- tion from 131, along with any son or sons who may have been listed before the daughters. Mesobe was a village of the Dakhleh Oasis, probably east of Kellis, where the family actually lived."
314,145-Oa-2,"P.Kell ined., P 99.2a; to be published by R. S. Bagnall and K. A. Worp in","Mesobe (Great Oasis), 26/5-24/6/146",Tithoes s. Psenamounis (s. Psais) and Tasechthis (d. Horos),['Tithoes'],['145-Oa-2-d1'],"['(1) Tithoes [declarant] s. Psenamounis (s. Psais) and Tasechthis (d. Horos), 53', '(2) —s d. Tithoes [declarant] and Talaeus (d. Horos), spinner, 17', '(3) Sentithoes (?) d. Tithoes [declarant] and Talaeus (d. Horos) (no. 4), sister of no. 2, spinner, 16', '(4) Talaeus d. Horos (s. Patchalmis) and Tapsais, wife of Tithoes [declarant], 50']","['—ous, slave of Talaeus (no. 4), 6']",[],,"From excavations at Kellis, kept in magazine of Dakhleh Oasis Project;",See 131-Oa-l for the same household 14 years earlier and for discussion of the provenance. Nos. 2 and 3 are apparently the first women to be given an occupational designation in a census declaration.
315,173-Ar-21,"P.Stras. VIII768, cf. Pap.Lugd.Bat XXX, pp. 56-58","Tebtunis, 174/5 or later",Sambas (?),['Sambas'],['173-Ar-21-d1'],"['(1) Sambas [declarant], age lost', '(2) Souchas s. Sambas [declarant] and Ail[—]a (d. Herakleides), 34', '(3) Sambas s. Souchas [no. 2] and Helena (d. Zosimos), 12', '(4) Sarapion s. Souchas [no. 2] and Helena, 9', '(5) Zosimos s. Sambas [declarant] and Ail[—]a, br. of Souchas [no. 2] and Sarapodoros [no. 6], 29', '(6) Sarapodoros s. Sambas [declarant] and ? Ail[—]a, br. of Souchas [no. 2]and Zosimos [no. 5], 30', '(7) Petesouchos s. Zosimos [no. 5] and Athenarion (d. Sambas) [no. 13], age lost (14, or higher)', '(8) Petesouchos s. Zosimos [no. 5] and Athenarion [no. 13], 12', '(9) Petesouchos s. Zosimos [no. 5] and Ap[—], 10', '(10) [Petesoucho]s (?) s. Zosimos [no. 5] and Herakleia (d. Herakleides), 2', '(11) Protous apator, d. Kronous (d. Kronios), wife of Sambas [declarant], 29', '(12) Kronous d. Sambas [declarant] and Protous [no. 11], 1', '(13) Athenarion d. Sambas and Ail[—]a, sister of Souchas [no. 2], sister and former wife of Zosimos [no. 5], sister of Sarapodoros [no. 6], mother of Petesouchos [no. 7] and Petesouchos [no. 8], age lost', '(14) NN d. Zosimos (?) [no. 5] and Athenarion [no. 13], sister of the Petesouchoi [nos. 7-8], age lost']",[],"['(1) Eros, offspring of NN, slave of Athenarion [slave no. 5], 1', '(2) Helena, slave of Protous [no. 11], 60', '(3) Protarous, offspring of Helena [slave no. 2], slave of Protous [no. 11], 13', '(4) Protous, offspring of Protarous [slave no. 3], slave of Protous[no. 11], born in the 15th year', '(5) NN, female slave of Athenarion [no. 13], mother of Eros [slave no. 1], age lost']",,P.Stras. inv. 1166c-d + 1152c + 1160; digital photograph,"Extract from a census declaration. The text is badly preserved and some aspects of household structure cannot be recovered. The portion listing Sambas, the declarant, is not readable, but he is referred to in line 19 as ""aforementioned."" Family members 13 and 14 may be listed as lodgers, but the reading of the word is not clear."
316,187-Ar-38,SB XXII15389,"Soknopaiou Nesos, 19/8/189",Not preserved,['Not preserved'],['187-Ar-38-d1'],"['(1) NN, 40']",[],[],,P.Berol.inv. 25618; plate 9 in BASP 32 (1995).,"Only the bottom portion is preserved, with subscriptions of the laographoi and komogrammateus. The identity of the one person whose age survives is uncertain."
317,187-Ar-39,SB XXIV 16014,"Tebtunis, 188/9",Sarapias d. Phaseis and Tephorsais,['Sarapias'],['187-Ar-39-d1'],"['(1) Sarapias [declarant] d. Phaseis and Tephorsais, 47', '(2) Herakleia d. NN and Sarapias [declarant], 29', '(3) Tkoui (?) d. NN and Sarapias [declarant], 17']",[],[],,"P.Yale inv. 504 back; BASP 34 (1997), pi. 7","Complete in two somewhat different versions, evidently a draft (editor). The two daughters are described as ""from both [sc. parents],"" but no father is in fact mentioned. The drafts seem not yet to have got the formula right."
